Tweet_Text,User_Name,Screen_Name,Location,Country,Description,Followers_Count,Friends_Count,Verified_Account,Tweet_Created_At
RT @emilyshuckburgh: Ladybird Book on #ClimateChange advent DAY 1: Concentrations of heat-trapping gases in the atmosphere have reached newâ€¦,FoxN,Korando_5,,,"Animals, wildlife and the natural world.",51,231,,12/1/19 18:53
RT @ASeewisahn: @Queen_UK @PrincePhilipDoE @Charles_HRH @BBC @PravitR @suthichai @somtow @prayutofficial @UNHCRThailand @UNICEF_Thailand @Uâ€¦,InstantWorldBooking,IWBooking,Worldwide,,"Stay in unique & affordable hotels, #hostels & apartments. Try our Booking Engine for your website. Tweet #IWBmob for advice. Get videos for your hotel & more!",3749,4258,,12/1/19 18:52
"RT @CAMbFIRE1: Our flagship event for Michaelmasâ€˜19 was a panel discussion on #ClimateChange and the Developing World with @KamiarMohaddes,â€¦",Kamiar Mohaddes,KamiarMohaddes,,,"Macroeconomist @CambridgeJBS @Cambridge_Uni, Thematic Co-Leader #macroeconomics @ERFlatest & #Sustainable #Growth Hub Co-Leader @RebuildMacro.",1822,334,,12/1/19 18:52
"RT @KiryeNet: In Tokyo, the mean temperature from September 1 to November 30 was 19.2â„ƒ.
There has been no warming trend since 1989 for autuâ€¦",Steve_Filipovic,RegimeChangeBC,Victoria BC,Canada,"Hi, I'm Self Employed in Construction with a young family, an awesome partner & a great perspective. I stand for the re-emergence of common sense!",3012,2613,,12/1/19 18:52
"Two assigments done, two to go!
#climatechange #peatlands #trade #environment #dcu @DCUClimate",Simple No Waste Life,simplenowaste,Dublin,Ireland,"I am a Zero Waste Speaker and Environmental Activist.
Simple No Waste Life is a forum to share my experience on living with less waste. 
I hope I'll inspire you",59,219,,12/1/19 18:52
"RT @UNFCCC: The rainy weather hasn't stopped the #MovingForClimateNow team from arriving at #COP25 this Sunday, after biking from Salamancaâ€¦",ScottishPower,ScottishPower,UK,United Kingdom,"Generating 100% green electricity to deliver a #betterfuturequicker. 
Part of the #Iberdrola Group
Customer Service @SP_EnergyPeople Power Cuts @SPEnergyNetwork",31834,2776,TRUE,12/1/19 18:52
#ClimateChange #climatebrawl #Youtubeclimatebrawl I got it started.,Darrell Prince,Alg0rhYthM,"Washington, DC",United States,"Penn State Applied Science Grad Experience in chemical and data process validation under Federal law. Professional Analysis in marketing, incentives, campaigns",454,2185,,12/1/19 18:52
"RT @robabdul: IMPRESSIVE: 17 year old's point of view

He feels that his views do not count. I promised to post this online &amp; I assured himâ€¦",Mr Socialist #GTTO,mrpickles116,London,United Kingdom,"Join a union, attend a protest, write a poem....just don't sit by and be complacent âœŒ be nice.",211,236,,12/1/19 18:52
"BBC News - Mark Carney appointed UN envoy for climate action #ClimateChange #ClimateEmergency
https://t.co/2L5yQlsABy",David Roberts,DrDavidLRoberts,United Kingdom,United Kingdom,Reader #Biodiversity #Conservation @DICE_Kent| research #wildlifetrade/#extinction/sp id| fellow @oxmartinschool & @OxZooDept| @DefraGovUK #IWT Adv Grp| my view,1817,320,,12/1/19 18:52
RT @AllanMargolin: As Christmas Gets Closer Santa's Tired Of Hearing People Claim The 'Jury's Still Out' On #ClimateChange' - Aren't You?â€¦,Brian Torri,BrianTorri,"Elgin, IL",United States,"Long history in customer/public service, I deeply believe in it. BA-English, MUPDD(Urban Planning). Politics can be beautiful when itâ€™s not nihilistic.",1244,5000,,12/1/19 18:52
"RT @KiryeNet: In Tokyo, the mean temperature from September 1 to November 30 was 19.2â„ƒ.
There has been no warming trend since 1989 for autuâ€¦","Shit, dude...",SlagKogel,,,"Memento Mori...

Colluctatio!",164,570,,12/1/19 18:52
"RT @THEnergyNet: #Brooklyn: Fancy #solar on the roof! 
#Renewables #ClimateChange https://t.co/Sq4NqxZYTS",Betty,Bettyxpgww,"Puebla, MÃ©xico",Mexico,"MamÃ¡ de una hermosa niÃ±a nos gusta la mÃºsica , leer y juntas lograremos nuestros sueÃ±os.
NO porn or blocking  
NO DM 
NO porno o bloqueo",992,500,,12/1/19 18:52
"@WayneDupreeShow @_ROB_29 PROOF: #GretaThunberg is ""mentally ill,"" being ""weaponized"" | #EzraLevantâ€¦ https://t.co/tX9dBvKgke",There Are Laws ðŸ‡ºðŸ‡¸,ThereAreLaws,The United States Of AmericaðŸ—½,United States,"Not Republican Or Democrat. Unaffiliated. I Love Our #Constitution, #FreeSpeech, #American Traditions, #Liberty, #Sovereignty & #Truth. Retweets â‰  Endorsements.",250,284,,12/1/19 18:52
RT @PositiveMoneyEU: Today we are releasing a joint open letter in the FT and several other european media. The letter lends support to Chrâ€¦,Fossil Fuels Free Finance,FFFreeFinance,Poland,Poland,"Fossil Fuels Free Finance challenges banks, insurers&investors on their continued fossil fuel investments and supports finance compatible with climate science",32,62,,12/1/19 18:52
"RT @Greenpeace: Their country faces some of the most extreme weather from #ClimateChange, so Filipinos are seeking justice to hold pollutinâ€¦",Moci,katamoci,Jakarta Capital Region,Indonesia,Indonesian Environmentalist ðŸŒ,422,143,,12/1/19 18:52
"RT @Greenpeace: Their country faces some of the most extreme weather from #ClimateChange, so Filipinos are seeking justice to hold pollutinâ€¦",LeedsKirkgateMarket,KirkgateMarket,Leeds UK,United Kingdom,,1095,153,,12/1/19 18:51
"RT @DanyalGilani: Thatâ€™s how much ice has been lost at the Arctic in last 100 years. #ClimateChange 
#100YearChallenge #December1st #Sundayâ€¦",ðŸ’§ðŸ’§ðŸ’§Patricia #Not My PM.,cleancoalmyarse,Australia,Australia,Serial Leftie.,889,3093,,12/1/19 18:51
"RT @tansonntanson: T191202 
Now #NEWS #RAPE #MURDER #GDP #pricehike #GlobalWarming #climatechange #pollution. 
No #information #about #deveâ€¦",TANSON TANVEER,tansonntanson,,,,14,51,,12/1/19 18:51
RT @peach_40599: â€œThe unexpected and sustained current rise in methane may so greatly overwhelm all progress from other reduction efforts tâ€¦,Gaius,lahautj,planet Earth ,,Member of the CWA local 4250 - One Big Union - #GlobalWarming #antifa #GeneralStrike Solidarity Forever! #1u #IWW,1834,2199,,12/1/19 18:51
RT @mikebarlow2: Clive Jamesâ€™ Chapter In Climate Change: The Facts 2017  https://t.co/NhSggIkebn #auspol #auspol2019 #climatechange #climatâ€¦,Mike Barlow,mikebarlow2,Sydney Australia,Australia,"Old Sailor & Sinner. Refugee from the 60's, I think? They say if you can remember them you weren't there! Wexford born and bred.",297,8,,12/1/19 18:51
"RT @physicspolitics: What effects does climate change on rainfall? #ClimateChange

âŒThe rain that falls is warmerÂ 

âœ…In some places rainfalâ€¦",GloriaIStandWithTaylor,GloriaDav2,Texas,United States,https://t.co/MW1GOUdJFe,2349,3253,,12/1/19 18:51
"Another @fordnation &amp; @GregRickford as #climatedenier critique, this from @reggcohn #ClimateChange #climatepoli https://t.co/i67Bi4Aeeo",Rod Murray,mrmuzzdog,"Fergus, ON",United States,"nicknamed by students, Apple geek, fly fisher, snowshoer, paddler, hiker, coffee & craft beer snob, retired, weather geek, weather-until it hurts",1264,1373,,12/1/19 18:51
"T191202 
Now #NEWS #RAPE #MURDER #GDP #pricehike #GlobalWarming #climatechange #pollution. 
No #information #aboutâ€¦ https://t.co/qXhWO1dAsj",TANSON TANVEER,tansonntanson,,,,14,51,,12/1/19 18:51
"RT @DeWayne_Fulton: Deep within the jungles of Indonesian Borneo, illegal fires rage, creating apocalyptic red skies &amp; smoke that has spreaâ€¦",Not My Secret TwÃ®tter Account,mikeybee33,MYOB,,"This is where I do politics. Plus humor, cats, random acts of beauty, and sometimes auto racing. RTâ‰ endorsement. I canâ€™t tell if anyone is reading th",367,588,,12/1/19 18:51
RT @UNICEF: Thousands of children like this boy in Mozambique are put in danger and miss out on school every year due to #ClimateChange relâ€¦,Yanisse,Yanisse76697363,,,Amo a DiosðŸ™Œ.   Me encanta viajarâœˆï¸,1,17,,12/1/19 18:51
Steel production environmental solution is something all steelmaker are searching.#hydrogen seem to be the cleanestâ€¦ https://t.co/owN8uWGHNu,Di Viesto Consulting,mcdiviesto,Gorizia,,Management Advisory Services for  | Blockchain Tech (DLT) | Digital Currencies | IoT | Smart Cities| Automotive |,172,957,,12/1/19 18:51
"RT @AJEnglish: The UN says weâ€™re going backwards in the fight against #ClimateChange. Sea levels are rising, CO2 levels are going up. 

Doâ€¦",ðŸŒŽ Kevin Leecaster (â§–),kb_leecaster,"SL,UT",,Born when [CO2] was 322 ppm. Retweets not meant as endorsements. This is what democracy looks like when people don't vote.,995,1953,,12/1/19 18:50
"RT @robabdul: IMPRESSIVE: 17 year old's point of view

He feels that his views do not count. I promised to post this online &amp; I assured himâ€¦",JK ðŸŒ¹ðŸŽ¼âš–ï¸Tick Tock Trumpâ°,houdinijuju,,,"Approved Mental Health Professional, Mental Capacity Professional, Social Worker, Former Child Protection Social Worker",577,821,,12/1/19 18:50
"RT @KentPage: #EducationCannotWait for any child, incl. those left furthest behind in forced displacement, armed conflicts, natural disasteâ€¦",Bella Batushan,nadisto2,TÃ¼rkiye,Turkey,,763,184,,12/1/19 18:50
RT @BigJimLedbetter: Mike Adams: Climate Change Hoax Reportedly Causing Mental Breakdowns Among Brainwashed Masses. The hysteria has reacheâ€¦,FutureFred,FutureFred1,"California, USA",United States,"Former Democrat, woke due to late term murder (abortion) policies, failed Obamacare left me with essentially no insurance, and Kavanaugh dirty tricks",221,90,,12/1/19 18:50
"RT @FeistyLibLady: No matter our age #ClimateChange affects us!

Jane Fonda 82 and Iain Armitage 11 crossed generations to protest #Climateâ€¦",Cyril Oliver,CyrilOliver10,,,"flexible and easy going but dont follow me, I'm lost too ðŸ¤”",237,406,,12/1/19 18:50
"RT @NamugerwaLeah: East Africa is my region.
Watch how floods are affecting us.
Floods  are adding on other extreme weather events that havâ€¦",Dath,TheDathedr,"Bochum, Germany",Germany,Hobby-Streamer im Bereich Gaming |   Business: lord.dathedr@gmail.com,21,27,,12/1/19 18:50
"RT @PaulEDawson: 58.4 % of all new cars sold in Norway in March were fully electric!

In June it was 57.8%

In October 58.3%

This is partâ€¦",âœŠðŸ½ðŸŒŽâœŒðŸ½NoJusticeInColonialism-Ciiaqap,ChantingWoman,,,#MAS #ReA #OA  #IBD #HS #FM  #RA #POTS #AutoimmuneAngioedema #CVD #Arachnoditis #PTSD #ViralDermatitis #Diabetes  I won't reply to DM unless I know you. #UNDRIP,1637,1560,,12/1/19 18:50
"@Electroversenet It was about what theyâ€™d do not whether it is true.

Wouldnâ€™t it be awful if we ended up with lessâ€¦ https://t.co/jk48GN9SUb",Jonathan Morse,JnthnMorse,,,"I have 3short stories on Kindle, inc 'Dragonfire' a young man meets a dragon, and 'Jekylled' where Dr Jekyll's potion is rediscovered, if not quite the original",774,2366,,12/1/19 18:50
"What effects does climate change on rainfall? #ClimateChange

âŒThe rain that falls is warmerÂ 

âœ…In some places rainâ€¦ https://t.co/li1uv7DjP1","WeAreTheFuture, Level 1 â™£â™ ",physicspolitics,,,"Philosophy ðŸŽ“ A new Future, that starts Now ðŸ‘‘ Perrie ðŸ‘‘ Unfollow=Unfollow #Politics #ClimateChange",28009,18027,,12/1/19 18:50
"RT @XR_NYC: #ClimateChange articles takes front page on https://t.co/LgvsE9Xx9E today. 

Borneo, the home to 3 countries and Orangutans (97â€¦",M Buckley,mlikestweets,,,"They-them
actor and collaborator.
I just wanna go to space, man!",31,100,,12/1/19 18:50
"RT @Greenpeace: Their country faces some of the most extreme weather from #ClimateChange, so Filipinos are seeking justice to hold pollutinâ€¦",Surprise-Me-Not,Hapdean1,,,stranded,38,336,,12/1/19 18:50
"RT @CrystalMackay32: The original recycling. â™»ï¸
Livestock have been eating food that isn't fit for humans for eons. 
Yes, that starts withâ€¦",SK Stock Growers,SK_StockGrowers,"Regina, SK",United States,SSGA is a Province wide member driven advocacy group representing independent self-reliant cattle producers interests for the past 106 years.,3825,3030,,12/1/19 18:49
@andrewzimmern It's a good thing you're not one of those #ClimateChange fanatics - you'd be feeling guilty about thâ€¦ https://t.co/BaLieP3wsi,Ed Scroto,edscroto,,,"Anti-political correctness, anti-globalist, anti-BS. Huge  #MaximeBernier & #Trump supporter",771,998,,12/1/19 18:49
RT @UNDPClimate: How can we multiply the benefits of #ClimateChange adaptation? @ClimateHome looks at Ethiopia &amp; Samoa as examples where adâ€¦,Adaptation Fund,adaptationfund,"Washington, DC",United States,Financing climate adaptation & resilience for vulnerable communities in developing countries. We've committed US$ 720 million to climate adaptation since 2010.,13951,3875,,12/1/19 18:49
"RT @NamugerwaLeah: East Africa is my region.
Watch how floods are affecting us.
Floods  are adding on other extreme weather events that havâ€¦",rikounet,rikounet1,Belgique,Belgium,ðŸ¦,92,196,,12/1/19 18:49
"RT @wef: We could be losing the race against climate change, new UN report says https://t.co/DPdFQT6tfd #Environment #ClimateChange https:/â€¦",svenc,svencjohn_steve,Pembrokeshire,United Kingdom,"Cockney. Spurs, England Cricket and Ospreys fan that can't pronounce 'is H's, loves information, thinking deeply, and the odd chuckle !",1114,4999,,12/1/19 18:49
"RT @gee_beezus: @AdamBandt Last 100 years is roughly 3 data points in the #climate series. Climate change happens over 1,000's of years notâ€¦",PeeGee4929,gee4929,"North Yorks, England",United Kingdom,"Interests include travel, meeting people, wining & dining, watching Boro. All opinions are my own, if theyâ€™re not the same as yours jog on #BritishIndependence",1899,1534,,12/1/19 18:49
"Itâ€™s pretty savage out there at the minute but remember, if you don an extra layer instead of whacking up the heatiâ€¦ https://t.co/TmaIy96WOr",Ecocertofficial,ecocertofficial,,,We identify and assess businesses with sustainability at their core and bring their great products and services to the masses,91,547,,12/1/19 18:49
"RT @Electroversenet: Article from Nov 28:

THE UN IS RUNNING OUT OF CASH

Could this be the REAL reason for the urgency over #ClimateChangeâ€¦",RudolfJ,RUDOLFJ15,,,"Hou van objectieve nieuwsgaring en discussie.Wees jezelf en laat je niet meeslepen door de waan van de dag.Globetrotter,kan goed relativeren.",492,2413,,12/1/19 18:49
RT @CaptainLives: #ClimateChange hoax has been a huge lie since the moment it started https://t.co/aZYpAPXI24,â­ï¸Conservativeâ­ï¸USAâ­ï¸,poppyslovecapu,USA,United States,A Warrior in Godâ€™s Plan - Truth Seeker - Anthropologist - â€˜Rerum cognoscere causas' - ðŸ¸#TribunalWatch #TRUMP2020,9988,10991,,12/1/19 18:49
"RT @Greenpeace: Their country faces some of the most extreme weather from #ClimateChange, so Filipinos are seeking justice to hold pollutinâ€¦",Tinyiko Halimani,TinyikoHalimani,,,,700,476,,12/1/19 18:48
"During Thanksgiving , a man told me even though the 80% of Americans who accept #ClimateChange must include #MAGA vâ€¦ https://t.co/spuObEiQYM",Gray Rangers,RangersGray,Global,,"GREEN + GRAY! Gray Rangers has multi-missions. Essential focus to engage AARP demographic (50+) as peer-to-peer, nonpartisan, environmental electoral activists.",293,488,,12/1/19 18:48
"&gt;&gt;""#ClimateChange is no longer some far-off problem; it is happening here, it is happening now."" -Barack Obama (Farmer US president)",Kamran Khan,Kamrann_,Land of Nukes ,,The superstitious warrior of Armageddon.The Blasphemous of Political Tyranny.A #Pashtun from somewhere in Mountains. Full time PAKORA FAROSH,640,140,,12/1/19 18:48
&gt;&gt; The situation warrants prudent policymaking and its complete execution in all sectors so as to curb the issue riâ€¦ https://t.co/YJo9prQfdK,Kamran Khan,Kamrann_,Land of Nukes ,,The superstitious warrior of Armageddon.The Blasphemous of Political Tyranny.A #Pashtun from somewhere in Mountains. Full time PAKORA FAROSH,640,140,,12/1/19 18:48
"&gt;&gt; Now by observing past and future consequences, I can say that Climate change isn't merely a sectoral issue; it'sâ€¦ https://t.co/QsAWv14i7l",Kamran Khan,Kamrann_,Land of Nukes ,,The superstitious warrior of Armageddon.The Blasphemous of Political Tyranny.A #Pashtun from somewhere in Mountains. Full time PAKORA FAROSH,640,140,,12/1/19 18:48
"&gt;&gt; Due to #ClimateChange, Pak will have face far-reaching repercussions, e.g. food shortage, water scarcity, less aâ€¦ https://t.co/pqXjtvLTwD",Kamran Khan,Kamrann_,Land of Nukes ,,The superstitious warrior of Armageddon.The Blasphemous of Political Tyranny.A #Pashtun from somewhere in Mountains. Full time PAKORA FAROSH,640,140,,12/1/19 18:48
