Tweet_Text,User_Name,Screen_Name,Country,Description,Followers_Count,Friends_Count,Verified_Account,Tweet_Created_At
"RT @NamugerwaLeah: East Africa is my region.
Watch how floods are affecting us.
Floods  are adding on other extreme weather events that havâ€¦",Erin Winslow,CNHS1982,Sweden,"I'm from SC, USA but I live in Sweden since 1994.",628,1923,FALSE,12/1/2019 19:01
@SaraCarterDC @UNFCCC @UN @GretaThunberg @SpeakerPelosi @LeoDiCaprio Just as I have said for years&gt; MONEY MAKING MAâ€¦ https://t.co/1xuJ1WIVEo,Julia GarzaðŸŒŸðŸŒŸðŸŒŸ,JuliaGarza10,United States,"Just Say NO to  #DemocratRaceHustlers  ðŸ˜ŠðŸ‘ ðŸ‡ºðŸ‡¸ YES to #ProLife #Constitution #Life #Liberty #TRUMP2020 #NRA #1A #2A, âš–ï¸#HandsOffOurChildren   #QANON ðŸ‡ºðŸ‡¸ðŸŒŸðŸŒŸðŸŒŸ",5452,5456,FALSE,12/1/2019 19:01
Curious to learn more about the ways in which climate change impacts food production? Read this breakdown fromâ€¦ https://t.co/fn7yRpWDOn,CSIS Food Security,CSISFood,United States,The @CSIS Global Food Security Project provides strategic guidance to policymakers to ensure that U.S. ag and nutrition programs are effective & sustainable.,15402,1656,FALSE,12/1/2019 19:01
RT @BennettCartoons: 12/1/2019- Climate Science #GlobalWarming #ClimateChange #ClimateDenial #GOP #RepublicanParty #UNClimateReport https:/â€¦,Laura Meacham Keane,lauramkeane,United States,"Usually pissed off widow. Passionate about cats, lightning, and politics. MA in Math. Recovering Marketing pro. ðŸ³ï¸â€ðŸŒˆAlly. #votebluenomatterwho",2171,4158,FALSE,12/1/2019 19:01
"RT @beaversandbrush: To US #Catholics: When @Pontifex issued Laudato Si', he urged us to act boldly for the care of our common home in theâ€¦",Amy Valent Ribot,AmyVribot,United States,"Pilates, yoga and Argentine Tango Instructor. Owner of Hoboken Pilates, a studio that offers private one-on-one sessions on the reformer, cadillac, chair.",1081,845,FALSE,12/1/2019 19:00
Vast expanses of intact nature help combat #climatechange. Take action for wildlife in areas untouched by industriaâ€¦ https://t.co/EVhBzgeZVB,CPAWS BC,CPAWSbc,Canada,"CPAWS protects land, inland waters, ocean, and wildlife. With your help, we create and safeguard protected areas, #conservation areas, and wildlife corridors.",6452,3406,FALSE,12/1/2019 19:00
@Daisykona2 @Resistmybutt @SpeakerPelosi @realDonaldTrump Think about this they are FLYING to discussâ€¦ https://t.co/4peJk4LrHi,Grace Vasquez,itsYourGrace,United States,"Born to Talk, Play Radio @1059SUNNYFM 9 a.m. to 2 p.m. My Tweets are my own personal opinion. Married/2GSD's/1AdorableRescue FLhome/TXâ¤ï¸",7524,5593,TRUE,12/1/2019 19:00
Diet for a Healthy Planet https://t.co/SRQsNWM3Ra Climate scientists increasingly focus on food production as a souâ€¦ https://t.co/AfkhAFSFvg,Living a Better Life,livingabetter,United States,Living a better life. A life that is simple in design. Abundant in meaning. Filled with love. Prepared to weather the rain. Seeking & appreciating the sunshine.,89,59,FALSE,12/1/2019 19:00
"RT @FeistyLibLady: No matter our age #ClimateChange affects us!

Jane Fonda 82 and Iain Armitage 11 crossed generations to protest #Climateâ€¦",Bob Foss,Ancientbob,United States,"Searching for truth and integrity in a world of hypocrites. Save a life...adopt a pet. Navy Vet, Blue Water, (HM1), retired nurse. @VVAmerica, #RESIST.",4913,4680,FALSE,12/1/2019 19:00
"RT @DylanStrain: @wilde No Scarlet. We are going to win. Stay positive. It's like 1945 all over again. The people have to demand houses, beâ€¦",Karen Mellors. #VoteLabour #GTTO #JC4PM,mellors_karen,United Kingdom,Dog lover. Animal lover. Hates any animal cruelty. loud & proud Labour member. #JC4PM,10078,8934,FALSE,12/1/2019 19:00
RT @LeahSchade: Imagine the Child â€“ Reflection from Rev. Fred Small @revfredsmall  https://t.co/Du7tVFKjmG via @LeahSchade @margaretbj2 #Roâ€¦,Terry Tremwel,2TVolts,United States,"Goals: to help business, students, &individuals improve natural resource efficiency; reducing consumption&costs and increasing their effectiveness. Pro-Climate.",557,920,FALSE,12/1/2019 19:00
"RT @Greenpeace: Their country faces some of the most extreme weather from #ClimateChange, so Filipinos are seeking justice to hold pollutinâ€¦",Carmina WiegerinckðŸ‹,CarminaWiegeri1,Spain,Escultora,199,510,FALSE,12/1/2019 19:00
"#ShopSmart for the Planet!

 Sign the Pledge #FLClimatePledge #EthicalShoppingPyramid #Environment #ClimateChangeâ€¦ https://t.co/tyPz3R5mvK",Florida Climate Pledge,FlClimatePledge,United States,We are a coalition of Floridians and nonprofit organizations who pledge to protect Florida. Take the pledge so Florida can have a resilient future.,617,244,FALSE,12/1/2019 19:00
"Future generations will face increasingly severe impacts of #climatechange. This week, the #COP25 Climate Conferencâ€¦ https://t.co/JAzTho4veb",UN News,UN_News_Centre,United States,"Official twitter account of United Nations News, the UN's multimedia news service.  https://t.co/MN0rkB0np4  https://t.co/RR2xXJKwCu",436205,1160,TRUE,12/1/2019 19:00
"RT @DeWayne_Fulton: Deep within the jungles of Indonesian Borneo, illegal fires rage, creating apocalyptic red skies &amp; smoke that has spreaâ€¦",A Carole,ACarole,United States,"Information/Knowledge/Podcast addiction:2 BA degrees(1)Sociology (2) Phil of Law.Political:Democratic, Socialist.'NeverTrump. More but I would B typing 4 days.",1582,2266,FALSE,12/1/2019 18:59
"RT @OutwardBoundFIN: Earth Temperature Timeline: https://t.co/N580PGqOBC

#Temperature #Timeline #Climate #ClimateChange https://t.co/hf8suâ€¦",Jaana NystrÃ¶m,JaanaNystrom,Finland,"#Someuttaja 
Golf club president.  Social media, entrepreneur. Photography, golf, scuba, travel.
I stand behind my opinions.",4788,3268,FALSE,12/1/2019 18:59
"RT @NamugerwaLeah: East Africa is my region.
Watch how floods are affecting us.
Floods  are adding on other extreme weather events that havâ€¦",ukscn london ðŸŒðŸ´,ukscn_london,United Kingdom,london branch of @UKSCN1 / climate strikes / teenage eco angst / flapjack consultants / #reparationsNOW,405,196,FALSE,12/1/2019 18:59
RT @robotlaks: Development of an Oceanographic Buoy. Marine Monitoring Buoy with Wind Turbine for Energy Self-Sufficiency. Chile. #ClimateCâ€¦,Â®ï¸Soledad AceitunoðŸš€ðŸ’¡,soleaceituno,Chile,ðŸŒžIng. Civil Industrial #PazParaChile â˜®ï¸ðŸ‡¨ðŸ‡±Una palabra: #Lealtad PasiÃ³n: #EducaciÃ³n Somos 7. #Independiente ðŸ‘©ðŸ»â€ðŸ’»ðŸ’­ðŸ§©ðŸŽ¯â™»Â©ï¸,1414,791,FALSE,12/1/2019 18:59
"RT @ProfStrachan: â€œWe might already have crossed the threshold for a cascade of interrelated tipping points.""

""The simple version is the sâ€¦",Akbar Starkley ðŸ‡ºðŸ‡¸,electrify2025,United States,"Electrical engineer, MBA in cleantech. iPhoneographer. Letâ€™s talk about your ambitious #climateaction plans. I say #geothermal can solve the #climatecrisis.",935,4997,FALSE,12/1/2019 18:59
"RT @Perla_Trevizo: #ClimateChange threatens nearly 80% of #Superfund sites in #Houston area, GAO says https://t.co/J8tXH7XpD7 via @HoustonCâ€¦",Bekah Hinojosa,beksbot,United States,Bekah & her cat live in Brownsville on the border.,352,1210,FALSE,12/1/2019 18:59
"RT @AllanMargolin: FLOODED TOXIC WASTE SITES, ANYONE?

#Climatechange threatens nearly 80% of Superfund sites in Houston area https://t.co/â€¦",RESISTNYC,nyc_erik,United States,capitalism is the crisis / ðŸ³ï¸â€ðŸŒˆ/ he/him /#Bernie2020 #Warren2020,32328,35317,FALSE,12/1/2019 18:59
RT @TraderStef: #GlobalWarming fraud vs. #ClimateChange - #NASA admits that climate change occurs because of changes in Earthâ€™s #solar orbiâ€¦,Deplorable Veteran,Larence23,United States,"Civil and Revolutionary War  Patriot descendant, Reagan Conservative,   NavalAir AE VP50 Cam Ranh airbase '70.  Followed by some very HEAVYHITTERS !",8742,8291,FALSE,12/1/2019 18:59
"Movement to Save Aarey forest: Effects of climate change need nuanced interventions, afforestation isn't enough.â€¦ https://t.co/V0nAkIbsQb",DAS India,langote_anand,India,No Data Available,11,21,FALSE,12/1/2019 18:58
"RT @eet_foundation: Kolkata is electrifying buses and making all its ferries fully electric to fight #ClimateChange 

What is your city doiâ€¦",Debi,WhoDebitara,India,Live and Let Live.,1106,348,FALSE,12/1/2019 18:58
"There is no Planet B. Itâ€™s time to save the forests and fight #climatechange ðŸŒ² 
Together we can make a change â€” joiâ€¦ https://t.co/uPIdJEaOeg",hebdae,hebdae1,Poland,No Data Available,14,503,FALSE,12/1/2019 18:58
"RT @RebeccaH2020: Sir David Attenborough says it is ""shameful"" of the Prime Minister not to attend last night's #climatechange debate. 

""Iâ€¦",Technology PR,Technologypr_eu,United Kingdom,"Skilled copy writers in #Legaltech #HRtech & learning, #AI, #Cybersecurity and #B2B technology",1955,3649,FALSE,12/1/2019 18:58
Either the @GOP faces the #Truth and adapts or â€” given its inaction on #ClimateChange â€” suffer the consequences ofâ€¦ https://t.co/8b9l8jXtr5,David Saul Acosta,davidsaulacosta,United States,@Harvard Graduate Student ðŸ“š â€¢ Alum @UnivMiami @StBrendanHigh â€¢ Writer @ACC_National â™»ï¸ â€¢ Ambassador @carnegiecouncil â€¢ @UNAUSA ðŸŒŽâ€¢ Research Fellow @RiseToPeace,1394,3283,FALSE,12/1/2019 18:58
"RT @robabdul: IMPRESSIVE: 17 year old's point of view

He feels that his views do not count. I promised to post this online &amp; I assured himâ€¦",Mo,Mo293017,United Kingdom,Proud to be socialist....,1667,2465,FALSE,12/1/2019 18:58
RT @Lexitmovement: #ClimateChange cult went marching in  Vancouver yesterday to protest rising sea levels. ðŸ¤£ðŸ˜‚ https://t.co/dI4gExmda1,Gerardo Santana ðŸ‡²ðŸ‡½ðŸ‡ªðŸ‡¸ðŸ‡ºðŸ‡¸,gerar2antana,United States,Mexican ðŸ‡²ðŸ‡½ proud of his Hispanic heritage ðŸ‡ªðŸ‡¸ living the American ðŸ‡ºðŸ‡¸dream. Opinions are my own.,140,287,FALSE,12/1/2019 18:58
RT @PaulEDawson: â€œThe unexpected and sustained current rise in methane may so greatly overwhelm all progress from other reduction efforts tâ€¦,Michael C. Pinson ðŸš´â˜•ðŸŒŽðŸ³ï¸â€ðŸŒˆðŸ‡ºðŸ‡¸,mcpinson,United States,"#NoRA #SaveOurOceans #BikeToWork - Support @amfAR @HRC @WWF - Politics at @mcp_pol
PGP:he/him/his",1148,2142,FALSE,12/1/2019 18:58
"@shwilliams54321 @EP403 @adoolan34 ""Power for U.S. From Russiaâ€™s Old Nuclear Weapons""
https://t.co/eX192hm9QQ
""If Yâ€¦ https://t.co/u2hzCPgnsm",Henry K. B.,HenryK_B_,United States,No Data Available,1420,2459,FALSE,12/1/2019 18:58
"According to the State of the World's Plants report, 435k plant species may face extinction due to habitat destructâ€¦ https://t.co/zRS8gaAoNs",Rocky Mountain Wild,RockyMtWild,United States,"Works to protect, connect & restore wildlife & wild lands in S. Rockies. Coming soon: Colorado Bat Watch, a #citsci project! Sign up: https://t.co/bzDe3XKfNS",3723,2518,FALSE,12/1/2019 18:58
"RT @hakaimagazine: Scientists project that by the end of the century, waves in the southern hemisphere will be 15 percent larger. 
#climateâ€¦",ProfCarlosGQ,Prof_CarlosGQ,United Kingdom,"Anthropologist & Human Ecologist @ URI. Crazy about family, the sea, social science, Brazilian Jiu Jitsu.  Here I T/RT personal opinions.",171,379,FALSE,12/1/2019 18:57
"RT @AllanMargolin: FLOODED TOXIC WASTE SITES, ANYONE?

#Climatechange threatens nearly 80% of Superfund sites in Houston area https://t.co/â€¦",#PuppetTrump,PuppetTrump,Scotland,"Original (2012) puppet showing what a bully the real thing is with Trump does Bohemian Rhapsody and supported by Brian May. I was #censored
https://t.co/Mq7tLnkgKn",505,35,FALSE,12/1/2019 18:57
"RT @PaulEDawson: 58.4 % of all new cars sold in Norway in March were fully electric!

In June it was 57.8%

In October 58.3%

This is partâ€¦",Terry Tremwel,2TVolts,United States,"Goals: to help business, students, &individuals improve natural resource efficiency; reducing consumption&costs and increasing their effectiveness. Pro-Climate.",557,920,FALSE,12/1/2019 18:57
"RT @sfchronicle: What began as an unremarkable bid to deepen a shipping channel in SF Bay, making it easier for cargo vessels to come and gâ€¦",Steve Rhodes,tigerbeat,United States,Photojournalist Also @tigerbeat @instagram Don't embed my photos as tweets/Instagram in stories Pay for my work DM or srhodes gmail Signal available on request,10366,11396,FALSE,12/1/2019 18:57
@likeuson @collins_daman @tan123 @reasonnorvirtue @JWSpry The opinions of a fossil-fuel funded professor of acoustiâ€¦ https://t.co/Ouf82QEQaf,G W Bridge UK #FBPE ðŸ‡¬ðŸ‡§ðŸ‡ªðŸ‡ºðŸ•·ï¸ðŸŠ âðŸ‘±ðŸ»â€â™‚ï¸âðŸ‘±â€â™‚ï¸,GWBridgeUK,United Kingdom,#Science #ClimateChangeIsReal #Atheist #Humanist #Evolution #Equality #LGBTsupport #MBA #StopBrexit #FBPE #ImpeachTrump #PeoplesVote #SaveTheNHS,3929,4561,FALSE,12/1/2019 18:57
"RT @Cipotato: Great coverage from  @yachay_dc for the @guardian on how #PotatoPark residents, #AsociacionAndes &amp; CIP are  working  to see wâ€¦",Eddie Hewitt,eddiehewitt32,United States,"Writer. Culture and the Arts.
Committed to social cohesion and racial equality.
#MCFC #WeAreSomerset  ðŸ‡ªðŸ‡º",12007,11311,FALSE,12/1/2019 18:57
RT @Protect_Wldlife: #ClimateChange activist @GretaThunberg named author of the year with her 'No One Is Too Small To Make A Difference' boâ€¦,ðŸŒŽAnimal WatchðŸŒ,Animal_Watch,United Kingdom,"Wildlife, environmental, human and animal welfare. Recommend book trailer https://t.co/xgXg5bY87S Please RT",89898,62984,FALSE,12/1/2019 18:57
"RT @AllanMargolin: FLOODED TOXIC WASTE SITES, ANYONE?

#Climatechange threatens nearly 80% of Superfund sites in Houston area https://t.co/â€¦",Sally G,sallyagale,United States,"Mom in recovery, seeker, soon to be empty nester, cats, truth and Obama. Iâ€™m alarmed by the current administration and I canâ€™t stomach itâ€™s hypocrisy",747,543,FALSE,12/1/2019 18:56
"RT @Anothergreen: Fake Green Party ads? It's a dirty election, lets not get Bolsonaro-ed! https://t.co/odOgfuwyNQ #FakeNews #DirtyBoris #Geâ€¦",Sigel Danny,sigeldan,United States,"#Antifa #ChicagoRising #AntiZionist 
An Injury to One is an Injury to All!",1299,1562,FALSE,12/1/2019 18:56
"RT @DanyalGilani: Thatâ€™s how much ice has been lost at the Arctic in last 100 years. #ClimateChange 
#100YearChallenge #December1st #Sundayâ€¦",Nick,speckininfinity,Pakistan,No Data Available,1,54,FALSE,12/1/2019 18:56
@ReclaimAnglesea @ABCaustralia @ScottMorrisonMP I'm a fan of Prince Charles. The man is progressive and incrediblyâ€¦ https://t.co/zmEmOWE0Yu,Lucy Sharvet ðŸŽ¨ðŸ–Š,lucysharvet,United States,"Abstract artist, art & film blogger, freelance publicist. Art commissions are not available at this time. LatinX. Not ""brown"" not POC. Instagram: lucy_sharvet",1740,193,FALSE,12/1/2019 18:56
@HughbertSmythe ðŸ˜‚ðŸ˜‚ I suppose #ClimateChange will give us an enflamed Hendecagon,The Sanity Clause â„ #voteLabour,StephenCarter2,Netherlands,...and may your God go with you,2340,3576,FALSE,12/1/2019 18:56
"RT @robabdul: IMPRESSIVE: 17 year old's point of view

He feels that his views do not count. I promised to post this online &amp; I assured himâ€¦",mourad121,mourad1million,United Kingdom,ðŸ˜„,122,462,FALSE,12/1/2019 18:56
"RT @CarbonBubble: Mark Carney: #COP26 UN climate change conference ""provides a platform to bring risks from #ClimateChange &amp; the opportunitâ€¦",John Connor,jconnoroz,Australia,"CEO The Carbon Market Institute (Aust). 25 yrs in climate, development & investment advocacy & implementation. Recent 2 years in Fiji as ED COP23 Secretariat",5124,809,FALSE,12/1/2019 18:56
"RT @AJEnglish: Within 80 years, entire cities could be underwater.

Everyone may be talking about #ClimateChange - but do we really understâ€¦",Hanif Zahirul,hanif_zahirul,Indonesia,Student | Al Azhar | Truth Seeker | Dakwah,48,186,FALSE,12/1/2019 18:56
"RT @FeistyLibLady: No matter our age #ClimateChange affects us!

Jane Fonda 82 and Iain Armitage 11 crossed generations to protest #Climateâ€¦",Pat G. ðŸ‘ #impeach #resist ðŸ‘ #VetsAgainstTrump,KuroKitteh,United States,"U.S. Army WAC 1964-1967, Vietnam Era, Women's and Children's rights, animal rescuer, resurfacing to resist. #VetsAgainstTrump, #VetsResistSquadron.",7691,8297,FALSE,12/1/2019 18:55
